ID,Sentence,Micaela,Shantina,Danyi,Gold
010_4104-4240,"But their investigation did not begin until after the black-site program had already ended, in large part because of leaks to the press.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
010_4241-4420,"Despite staffers’ scrupulous protection of classified information, the CIA subjected them to unlawful surveillance, tried to have them prosecuted and is still trying to retaliate.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
010_4421-4624,"Yet the report is still full of unjustified redactions, and the Department of Justice refuses to either reopen its criminal investigations into torture or explain why they were closed in the first place.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
010_4628-4739,"As it stands right now, torture is a crime – but so is revealing evidence of torture that the CIA wants hidden.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
010_4740-4796,And it’s only the second crime that gets you prosecuted.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
010_4797-4907,"Yes, let’s strengthen the laws against torture. But let’s also weaken the CIA’s power to conceal the evidence.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_0-76,It has been a grim start for 2015 as far as European tolerance is concerned.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_77-114,Mosques have been attacked in Sweden.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_115-189,Demonstrations continue in Germany against the “Islamisation of the west”.,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_190-222,And antisemitism is on the rise.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_226-355,We knew something nasty had been unleashed when the European elections last year produced a surge of populist xenophobic parties.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_356-503,"Many explanations have been given: the economic crisis, unemployment, the disenfranchisement of the middle classes, anxieties fed by globalisation.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_504-594,Pointing fingers at strangers or supposed intruders has become almost an automatic reflex.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_595-643,Anti-immigration parties are having a field day.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_644-742,"All our problems come from the outside, from some kind of invasion: that’s how the narrative goes.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_743-874,In France the novelist Michel Houellebecq is making headlines with a new book imagining the election in 2022 of a Muslim president.,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_878-946,"There are, it is true, signs of a democratic revival against racism.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_947-1032,"In solidarity with Muslims, some citizens have been demonstrating in European cities.",FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
011_1033-1187,"It is perhaps only when the worst happens – arson attacks on mosques, or neo-Nazi groups in the streets – that people start mobilising for common decency.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_1188-1222,But the trend is worrisome indeed.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_1223-1355,"Europeans seem to be grappling with this one question: how do I live alongside people of a different cultural background, the Other?",ASSERTION,ASSERTION,RH-QUESTION,ASSERTION
011_1359-1438,"In times like this, literature and history can help us see things more clearly.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_1439-1694,"I turned to the Polish writer Ryszard Kapuściński, who spent most of his life travelling across the developing world and reflecting on how Europeans relate to that huge part of the global population that is non- European, and much poorer than Europeans.",ASSERTION,ANECDOTE,ASSERTION,ASSERTION
011_1696-1977,"In his book The Other, Kapuściński – who had flaws as a journalist, but certainly didn’t lack curiosity for different cultures – points out how difficult it is for inhabitants of the old continent to accept that “the map of the world has changed” since decolonisation in the 1960s.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_1978-2133,"After dominating the globe for hundreds of years, Europeans still have trouble dealing with the fact that they have become less central, less overpowering.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2134-2318,"And yet it is a paradox, because Europe produced arguably the first world citizen open to discovering and appreciating foreign cultures: the Greek historian Herodotus, 2,500 years ago.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2322-2444,I can hear the cringing: how delusional and idealistic it is to bring Herodotus into a 21st-century debate on immigration.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2445-2518,"But if roots matter, then Europeans must look at themselves more closely.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2519-2576,"Things were never stable, nor populations fixed in stone.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2577-2686,Europe is after all the appendix of a great and contrasted landmass – it was always meant to be a crossroads.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2687-2793,"We may be baffled by changes, but there were times when we lived with much more diversity in our midst.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2794-2829,Tony Judt is great to read on this.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_2830-3245,"In his book Postwar, he recalls how “the European continent was once a complex tapestry of languages, religions, communities, and nations that overlapped. Many of its cities – including some of the smallest, at the intersection of old and new imperial borders, such as Trieste, Sarajevo, Salonica, Czernowitz, Odessa, Vilnius – were truly multicultural, with Catholics, Orthodox, Muslims, Jews and others mingling.”",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_3249-3330,"Judt goes on: “Between 1914 and 1945, however, this Europe was reduced to ashes.”",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_3331-3476,"As a result of war, occupation, border changes, expulsions and genocide, most people ended up living among people like them, in different states.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_3477-3598,"During the cold war, the two halves of Europe lived in “hermetic national enclaves” – a world of homogeneity, notes Judt.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_3602-3702,"In the 1960s immigrants arrived in western Europe to provide a workforce, most from former colonies.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
011_3703-3814,"Judt calls this a “new presence of ‘others’ living in Europe”, including the millions of Muslims in today’s EU.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
011_3815-4029,"He says this presence “has outlined not only Europe’s discomfort as it is faced with a renewed and growing diversity, but also the ease with which the ‘other’ dead of Europe’s past had crept out of people’s minds”.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_4030-4129,"So there it is: today’s intolerance has its roots not just in economic frustration, but in amnesia.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_4133-4252,"Since 1989 many of Europe’s centres have become “cosmopolitan global cities, whether they like it or not”, writes Judt.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
011_4253-4292,Note the “whether they like it or not”.,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
011_4293-4374,"This book was published 10 years ago, as if in anticipation of what we see today.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
011_4375-4440,The historian’s message is that Europe’s future is multicultural.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_4441-4491,Its core values are about being open to the Other.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_4492-4653,The only time Europeans experienced relative demographic homogeneity – that era of supposed tranquillity – was in the wake of Hitler’s and Stalin’s devastations.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_4654-4719,Such thoughts might not be enough to calm the anti-Muslim crowds.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
011_4720-4740,But they could help.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
012_0-111,"Many have simply lost faith in global climate negotiations summits such as COP 20 starting in Lima, Peru today.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_112-397,"But while the process has not delivered the climate action we need, I would argue that this year key things have changed and that we must continue to demand from our politicians that they listen and act and, by that, safeguard the future of next and current generations on this planet.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_401-519,"As nations start the latest global round of climate change negotiations in Lima, Peru today, it is easy to be cynical.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_520-660,"Because in the 20 plus years that our governments have been meeting for global climate meetings, emissions have risen more than ever before.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_661-730,This year is already predicted to be the warmest since records began.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_734-775,"And yet, this is a moment of opportunity.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_776-821,"Because things are changing, really changing.",OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
012_822-900,"In the climate movement, in the economy and in the politics of climate change.",OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
012_901-963,"Today, the climate movement all over the world is reenergised.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_964-1186,The largest ever climate march in New York this September was a powerful symbol for the global rise of a movement that is stopping pipelines and coal plants as well as forcing renewable energy solutions all over the world.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_1190-1315,"In economics, too, we live in a different world: Cost-effective, sensible renewable energy solutions have made quantum leaps.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_1316-1425,Renewables are the most economical solution for new power capacity in an ever-increasing number of countries.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_1426-1626,"One hundred percent of new power capacity added in the United States in August was renewable and countries such as Denmark and Germany are producing new ""clean electricity"" records almost every month.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
012_1627-1695,China is installing as much solar this year as the US has ever done.,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
012_1699-1718,Bilateral agreement,NON-ARGUMENT,NON-ARGUMENT,OTHER-FORM,NON-ARGUMENT
012_1722-1884,"The recent bilateral agreement between China and the United States to cut pollution and drive cleaner energy sources is, in addition, a sign of changing politics.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_1885-1976,"Many said that such an agreement was impossible, that it would not happen in our lifetimes.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_1977-1992,And yet it did.,OTHER-FORM,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
012_1993-2105,Only a fool would argue that the action proposed by these two biggest polluters and biggest economies is enough.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_2109-2349,"It is not enough, experts have already told us, to protect our planet from a potential three or four degree Celsius rise in global temperatures - with all the disastrous consequences that would have for us, our children, and our ecosystems.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_2353-2560,"But the fact that the world's biggest emitters have come together moves us from a ""you go first"" mentality, that had paralysed global climate negotiations for years, to an ""I will act if you will act"" frame.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_2561-2636,"At Lima, others must now follow and our pressure must speed up the action.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_2639-2744,"Because we need an agreement to tackle the climate crisis, which meets the needs of the many not the few.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_2745-3058,"Because it is ordinary people living in flood and drought prone areas, dependent for their livelihoods on fishing, farming and forests, or living in cities engulfed by pollution or in housing that cannot protect them from storms or heat waves, who are bearing the brunt of our experiment with the world's climate.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3062-3279,"The United Nations - where every country has a voice, not matter how small, relatively poor or vulnerable - are still the only place where we can hope to secure action that takes full account of these peoples' rights.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3287-3357,"At Lima, we need governments to make sure that the direction is right.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3358-3478,They need to agree a goal of ending carbon pollution and deliver renewable energy for all people on this planet by 2050.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3479-3584,"And in Lima, governments must agree to renew and review their targets every five years, starting in 2025.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3588-3758,"Not just to cut pollution, but to help the vulnerable adapt to climate change, and to support poorer countries to provide sustainable energy access for their populations.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3766-3900,"Every government should already be preparing their ""intended nationally determined contribution"" - their offer towards the Paris deal.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_3901-4183,"Before March 2015 we must see concrete, ambitious plans from each and every one of the world's polluting nations - to phase out coal and nuclear power, to install solar and wind energy, to increase energy efficiency, to build cleaner and more livable cities, and to protect forests.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_4187-4408,"In Lima, governments must agree to review whether these plans are enough to prevent climate chaos and whether the effort is shared fairly between richer and poorer nations before they meet again in Paris in December 2015.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_4412-4605,"In Lima, we expect scientists, business people and investors, city mayors, faith leaders and civil society organisations from all over the world to be calling for more ambitious climate action.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_4606-4663,The climate movement gets broader and more effective day.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
012_4664-4750,"It is an unstoppable force now - and in Lima and Paris, we will make our voices heard.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_0-91,The prospect of the television election debates elicits from me two incompatible responses.,FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
013_91-162,"On the one hand, I believe strongly that the Greens should be invited.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_163-253,"If it’s on the basis of having a seat in the house, then they have the same right as Ukip.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_254-343,"If it’s on the grounds of polling, they have a stronger claim than the Liberal Democrats.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_344-445,"If it’s on the basis of who Ofcom thinks is a good chap, then Ofcom needs to have a word with itself.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_446-616,"I have mild views on how much of a psephological impact the debates have in the first place (some), and whether it constitutes a democratic deficit not to have them (no).",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_620-769,"On the other hand, I know how these debates will unfold, if indeed they do: much like a mud wrestle, without the energy, or any prospect of a winner.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_770-852,This election has already turned “debate” into a series of “dids!” and “didn’ts!”.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_853-876,“You caused the crash.”,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
013_877-886,“Didn’t.”,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
013_887-893,“Did.”,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
013_894-919,“We reduced the deficit.”,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
013_920-930,“Didn’t.”,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
013_930-936,“Did.”,OTHER-FORM,ASSERTION,FACT-TESTIMONY,OTHER-FORM
013_937-1009,"It is beneath them to perform it, and certainly beneath us all to watch.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_1013-1114,"Once, finding nothing attractive forthcoming in the political offering, we could turn away to apathy.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_1115-1145,That was the boom-time option.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_1146-1276,"The idea that politicians are identical, and all we’ve got, once induced a comfortable stupor: now it feels like an anxiety dream.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_1280-1453,Something’s Not Right: Insecurity and an Anxious Nation is a report published today by Compass as an overview of the economic situation in which most people find themselves.,FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
013_1454-1644,"Its author, Michael Orton, describes a 20-75-5 nation: there’s an intractable fifth of people in poverty, and an unaffected elite numbering approximately 5%, which has held since the 1990s.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
013_1644-1762,"The difference is that vast space in between, three-quarters of people, who are now beset by named and nameless fears.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_1766-1955,"There are concrete worries about debt, wages, childcare, food, energy and the impossibility of ever being a homeowner, or the inevitability of rent increases for the tenant with no options.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_1955-2297,"To all this is added less measurable, longer-term anxieties: that workplace security is getting weaker, that whatever is bad now will be worse for the next generation; that the new scale of indebtedness, gargantuan mortgages for those who can get them, student debts running to billions, will result in a new kind of servitude – but to whom?",ASSERTION,ASSERTION,RH-QUESTION,ASSERTION
013_2298-2401,"The problem with the status quo, an anti-corporate campaigner said to me once, is that it’s not static.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_2402-2421,It’s getting worse.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
013_2425-2503,Not one of these fears could ever be called unreasonable – the numbers are in.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_2504-2619,We are clear that real median hourly wages have gone down by 10.2 percent and are now lower than they were in 1997.,FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
013_2620-2711,People on average incomes are at a greater danger of falling into debt than the unemployed.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_2712-2815,"We are now pursuing what Orton calls “a high living cost, low income, high debt, low savings approach”.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_2816-2863,It’s rather tactful to call this an “approach”.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_2864-2911,“Hurtling off a cliff” would work just as well.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_2915-3118,"The prevalence of anxiety as a condition of modern life is undisputed: according to the Office of National Statistics, 20% of people rate their level of anxiety as six or more out of 10, at any one time.",FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
013_3119-3202,As many as one in three will suffer from panic attacks at some point in their life.,FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
013_3203-3308,"The suggested solutions are usually a triangulation of exercise, drugs and cognitive behavioural therapy.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_3309-3417,"In England last year, 40m prescriptions were issued for antidepressants (which includes anti-anxiety drugs).",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
013_3418-3485,"CBT and exercise have their disciples, but clearly aren’t panaceas.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_3489-3625,"There is no shortage of people – psychologists, sociologists, doctors – looking beyond the frailties of the human mind for wider causes.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_3626-3862,"It is commonplace to cite consumerism and its attendant evils of working too hard to fund it, and missing the things that are important, while you work – and yet however social the problem, the suggested solutions are always individual.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_3863-3932,Stop wanting things; stop spending; prioritise; downsize; take stock.,OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
013_3933-4011,"You can’t control the world, so try controlling your negative response to it.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_4014-4316,"It is also commonplace, T-shirt-sloganly common, to say that to be anxious is nothing more than a rational response to precarious conditions; but what will it take for us to build that into a set of political demands, rather than try to interrogate them away with introspection and positive self-talk?",RH-QUESTION,ASSERTION,RH-QUESTION,RH-QUESTION
013_4319-4415,"At the start of a panic attack, you are supposed to commence the catechism: what am I afraid of?",ASSERTION,ASSERTION,RH-QUESTION,ASSERTION
013_4416-4443,How likely is it to happen?,OTHER-FORM,ASSERTION,RH-QUESTION,ASSERTION
013_4444-4487,Can I do anything to prevent its happening?,OTHER-FORM,ASSERTION,RH-QUESTION,ASSERTION
013_4488-4771,"This questionnaire was devised as a balm, but what if the answers are “I’m afraid that life will continue to be as hard as it is right now, for my entire life, and be worse for my children.” “I’m afraid this is extremely likely.” “I could do everything about it; just not on my own.”",RH-QUESTION,ASSERTION,RH-QUESTION,RH-QUESTION
013_4772-4782,What then?,RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
013_4783-4884,Will the leadership debates take on a new piquancy when politics suddenly looks like the only answer?,RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
013_4888-5004,Norman Tebbit told the Observer that we were going into the “most awful election campaign that anyone can remember”.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
013_5005-5083,"His answer was bread and circuses: “The public enjoy confrontations,” he said.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
013_5084-5117,"It’s so wrong, it’s intoxicating.",OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
013_5118-5257,"We have taken confrontation, and sometimes enjoyed it, in lieu of a politics that has anything to say about lives as they are mostly lived.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
013_5258-5287,But it’s gone on long enough.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_0-190,Campbell Newman’s LNP government won power in 2012 in a huge landslide – and polls suggest that most of those gains are expected to be swept away as Queensland politics returns to normality.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
014_194-294,"In 2012, the sitting Labor government’s seats in the parliament were cut savagely from 51 to seven.",ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_294-349,The LNP opposition increased their seats from 34 to 78.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_350-459,"In the new parliament, there were seven government members for every member of the opposition and crossbench.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_463-594,"Since 2012, the LNP has lost two seats to Labor at by-elections, and three other MPs elected for the LNP now sit on the crossbench.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_595-711,"Despite these changes, the LNP has a massive majority and a large swing will be required for a change in government.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_715-813,"Because of the huge swing in 2012, it’s hard to predict which seats will be the key battlegrounds.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_814-993,"In a normal election campaign, you would look first at the seats held by the government by the smallest margins (those seats they came closest to losing at the previous election).",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_997-1256,"Yet in Queensland, most LNP seats on slim margins are seats traditionally considered to be “safe” Labor seats – if Labor has any chance of taking power, you would expect those seats to fall easily and the election to focus on seats further along the pendulum.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_1260-1352,"At the last election, it was estimated that the LNP won 62.8% of the vote after preferences.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_1353-1418,Recent polls indicate there has been a large swing back to Labor.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_1419-1483,The most recent Newspoll had Labor and the LNP tied on 50% each.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_1487-1617,"These polls suggest that Labor is in with a chance of winning the election, despite the massive number of seats they need to gain.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_1618-1764,"In order to ward off this threat, the LNP will likely need to sacrifice many of its seats in order to focus energy on those seats they can retain.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_1768-1873,Labor needs a uniform swing of approximately 12.5% to win the 36 extra seats they need to win a majority.,FACT-TESTIMONY,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY
014_1874-2122,"Current polling suggests that Labor is close to that number, and this suggests that most of the seats that will be key battlegrounds are seats the LNP now holds by margins of 10-15%, but there will be seats that swing more or less than the average.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_2126-2348,"If you focus on those with margins of between 10% and 15%, there are a smattering of seats in Brisbane, as well as four seats on the Gold Coast, one on the Sunshine Coast, one in Townsville and two rural seats near Mackay.",OTHER-FORM,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY
014_2352-2470,"In addition, the LNP will be fighting on another front against populist and right-wing independents and minor parties.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_2471-2551,The Palmer United Party and Katter’s Australian Party will both be running hard.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_2552-2629,"KAP now holds three seats, and there are four independents in the Parliament.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
014_2633-2766,"While many seats will be in play, Ashgrove in northern Brisbane – Campbell Newman’s seat – is likely to be the focus of the campaign.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_2770-2818,The premier won the seat off Kate Jones in 2012.,FACT-TESTIMONY,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY
014_2819-2936,Newman had never held a seat in parliament before winning power in 2012 – he made his name as lord mayor of Brisbane.,FACT-TESTIMONY,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY
014_2937-3019,"Jones had been a minister in the Bligh government, and was a high- profile target.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
014_3023-3158,"In 2012, Newman won Ashgrove with a 12.8% swing, but holds the seat by a margin of only 5.7% – half as big as the expected Labor swing.",FACT-TESTIMONY,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY
014_3159-3287,"Local polling suggests that Newman is trailing in local Ashgrove polls behind Jones, who is aiming to win back her former seat.",FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
014_3290-3447,"If Newman is seen to be in danger of losing his seat, his party’s campaign may struggle to answer questions about who would lead a re-elected LNP government.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_3448-3621,"With Labor needing 5.7% to win Ashgrove, and 12.5% to win the overall election, it’s entirely conceivable that the government could be re-elected without Newman in the lead.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
014_3622-3693,That scenario may help Labor reach the vote it needs to win back power.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_0-190,An international study released last week has identified that those who work more than 48 hours a week are 11% more likely to drink alcohol at risk levels than those working a standard week.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_194-310,"The study was compiled by Finnish researchers, sampling 300,000 subjects across Europe, Australia and North America.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_311-448,Health guidelines suggest that consumption of more than 14 drinks a week for women and 21 drinks for men poses a significant health risk.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_452-560,It’s no surprise that it’s a team of Finnish researchers who are examining the stats around unsafe drinking.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_561-791,"Nordic Finland may be a well-known haven of progressive social policy, with an enviable living standard, cradle-to-grave welfare and the world’s best education system, but there is one social problem the Finns have not yet licked.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_791-1016,"Alcohol-related illnesses and incidents (including accidents, violence and suicide in which alcohol has factored) are the most common cause of death for both working age men and women there – and have been so for many years.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_1020-1135,"The study is of useful consideration for Australians, of course – we’re afflicted with alcohol problems of our own.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_1136-1303,Australian research released only last July revealed up to 15 people die and more than 430 are admitted to hospital every day in Australia for alcohol-related reasons.,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
015_1304-1405,"That’s 5,554 deaths and 157,132 hospital admissions a year, and four times the rate of the road toll.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
015_1409-1506,That working longer hours has a detrimental effect on an individual’s health is well established.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_1507-1807,"Some have suggested from the results of the Finnish study that alcohol abuse is symptomatic of the “work hard, play hard” cultures around professions – especially because workers who shifted into longer-hours jobs during the study were 12% more likely to develop risky drinking habits as a result.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
015_1808-1971,Some have also suggested that the scarcity of leisure time for people who work long hours may result in habits of using alcohol as a concentrated form of relaxant.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
